uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
31133,"['Shounen Sunday CM: InuYasha-hen', '少年サンデー CM劇場 「犬夜叉編」', 'InuYasha: Shounen Sunday CM']","['Action', 'Fantasy']",1996-11-13 - 2000-10-16,2,5565,8405,,6.21,https://myanimelist.net/anime/31133/Shounen_Sunday_CM__InuYasha-hen
31138,"['Overlord: Ple Ple Pleiades', 'Overlord Specials', 'オーバーロード\u3000ぷれぷれぷれあです']","['Action', 'Comedy', 'Fantasy']",2015-09-25 - 2016-02-24,8,82964,2426,4463,6.96,https://myanimelist.net/anime/31138/Overlord__Ple_Ple_Pleiades
31139,"['Ame-iro Cocoa: Rainy Color e Youkoso!', 'Ameiro Cocoa: Rainy Color e Youkoso!', 'Ame-iro Cocoa 2', '雨色ココア Rainy colorへようこそ！', 'Rainy Cocoa, Welcome to Rainy Color']","['Comedy', 'Slice of Life']",2015-10-04 - 2015-12-20,12,10900,6369,13121,4.78,https://myanimelist.net/anime/31139/Ame-iro_Cocoa__Rainy_Color_e_Youkoso
31143,"['Onsen Yousei Hakone-chan', 'Hot Springs Fairy Hakone-Chan', '温泉幼精ハコネちゃん', 'Hakone-chan', 'Hakone-chan', 'Hakone-Chan', 'Hakone-chan']","['Comedy', 'Supernatural']",2015-10-04 - 2015-12-27,13,30274,4170,10476,5.84,https://myanimelist.net/anime/31143/Onsen_Yousei_Hakone-chan
31147,"['Concrete Revolutio: Choujin Gensou', 'ConRevo', 'コンクリート・レボルティオ～超人幻想～', 'Concrete Revolutio', 'Concrete Revolutio', 'Concrete Revolutio']","['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2015-10-04 - 2015-12-27,13,92182,2280,6067,6.65,https://myanimelist.net/anime/31147/Concrete_Revolutio__Choujin_Gensou
31150,"['Xi Yangyang Yu Hui Tailang', '喜羊羊与灰太狼', 'Pleasant Goat and Big Big Wolf']","['Adventure', 'Comedy']",2005-08-03 - 2008-01-01,530,964,14053,7763,6.36,https://myanimelist.net/anime/31150/Xi_Yangyang_Yu_Hui_Tailang
31157,"['ClassicaLoid', 'クラシカロイド', 'ClassicaLoid']",['Comedy'],2016-10-08 - 2017-04-01,25,26871,4412,7459,6.41,https://myanimelist.net/anime/31157/ClassicaLoid
31158,"['Hetalia: The World Twinkle Specials', 'Hetalia: The World Twinkle Extra Episodes', 'ヘタリア The World Twinkle エクストラエピソード']",['Comedy'],2015-10-28 - 2015-12-25,3,8000,7245,3425,7.18,https://myanimelist.net/anime/31158/Hetalia__The_World_Twinkle_Specials
31163,"['Dimension W', 'Dimension W', 'Dimension W']","['Action', 'Sci-Fi']",2016-01-10 - 2016-03-27,12,302931,838,3420,7.18,https://myanimelist.net/anime/31163/Dimension_W
31165,"['Meiji x Kokosake & anohana Receipt Oubo Campaign', 'Meiji x Kokosake & anohana Receipt Drawing Campaign', 'Meiji x Kokoro ga Sakebitagatterun Da. & Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. Receipt Drawing Campaign', 'Jun no Namida', ""Jun's Tears"", 'Hashiru Jun', 'Running Jun', '明治×「ここさけ」＆「あの花」レシート応募キャンペーン']",['Drama'],2015-06-02 - 2015-07-31,2,9996,6615,,5.7,https://myanimelist.net/anime/31165/Meiji_x_Kokosake___anohana_Receipt_Oubo_Campaign
31173,"['Akagami no Shirayuki-hime 2nd Season', 'Akagami no Shirayukihime 2nd Season', '赤髪の白雪姫', 'Snow White with the Red Hair 2']","['Drama', 'Fantasy', 'Romance']",2016-01-12 - 2016-03-29,12,368478,665,683,7.97,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season
31174,"['Osomatsu-san', 'おそ松さん', 'Mr. Osomatsu', 'Mr. Osomatsu', 'Mr.Osomatsu', 'Mr. Osomatsu']",['Comedy'],2015-10-06 - 2016-03-29,25,174918,1405,748,7.93,https://myanimelist.net/anime/31174/Osomatsu-san
31177,"['Yakyuubu Aruaru', 'Yakyubu Aruaru', '野球部あるある']",['Sports'],2015-07-09 - 2015-07-11,3,460,16964,15443,,https://myanimelist.net/anime/31177/Yakyuubu_Aruaru
31178,"['Uta no☆Prince-sama♪ Maji Love Legend Star', 'Uta no☆Prince-sama♪ Maji Love Fourth Season', 'UtaPri 4', 'うたの☆プリンスさまっ♪マジLOVE レジェンドスター', 'Uta no Prince Sama Legend Star', 'Uta no☆Prince-sama♪: Legend Star', 'Uta no☆Prince-sama♪: Legend Star', 'Uta no☆Prince-sama♪: Legend Star']","['Comedy', 'Romance']",2016-10-02 - 2016-12-25,13,42978,3507,3581,7.15,https://myanimelist.net/anime/31178/Uta_no☆Prince-sama♪_Maji_Love_Legend_Star
31181,"['Owarimonogatari', 'End Story', '終物語', 'Owarimonogatari']","['Comedy', 'Mystery', 'Supernatural']",2015-10-04 - 2015-12-20,12,487061,480,164,8.45,https://myanimelist.net/anime/31181/Owarimonogatari
31196,"['Cardfight!! Vanguard G: GIRS Crisis-hen', 'カードファイト!! ヴァンガードG\u3000ギアースクライシス編', 'Cardfight!! Vanguard G GIRS Crisis', 'Cardfight!! Vanguard G GIRS Crisis', 'Cardfight!! Vanguard G GIRS Crisis', 'Cardfight!! Vanguard G GIRS Crisis']",['Action'],2015-10-11 - 2016-04-10,26,11783,6169,5838,6.69,https://myanimelist.net/anime/31196/Cardfight_Vanguard_G__GIRS_Crisis-hen
31211,"['Choegang Top Plate', 'Choegang Tabpeulleiteu', 'Ultimate Top Plate', 'Top Plates', '최강 탑플레이트']","['Action', 'Comedy']",2013-09-11 - 2013-12-26,26,625,15601,9329,6.08,https://myanimelist.net/anime/31211/Choegang_Top_Plate
31221,"['Tantei Team KZ Jiken Note', '探偵チームＫＺ（カッズ）事件ノート']",['Mystery'],2015-10-07 - 2016-01-27,16,14583,5671,8714,6.19,https://myanimelist.net/anime/31221/Tantei_Team_KZ_Jiken_Note
31223,"['Phantasy Star Online 2 The Animation', 'PSO2 The Animation', 'ファンタシースターオンライン２ ジ アニメーション']","['Action', 'Sci-Fi']",2016-01-08 - 2016-04-01,12,71762,2655,8129,6.3,https://myanimelist.net/anime/31223/Phantasy_Star_Online_2_The_Animation
31227,"['Kindaichi Shounen no Jikenbo Returns 2nd Season', 'Kindaichi Shounen no Jikenbo R 2', 'Kindaichi Case Files Returns', 'Kindaichi Case Files R 2', 'The File of Young Kindaichi Returns 2nd Season', '金田一少年の事件簿R【リターンズ】', 'The File of Young Kindaichi Returns Staffel 2', 'Kindaichi Shounen no Jikenbo Returns Temporada 2', 'The File of Young Kindaichi Returns Saison 2']",['Mystery'],2015-10-03 - 2016-03-26,22,12289,6066,1360,7.66,https://myanimelist.net/anime/31227/Kindaichi_Shounen_no_Jikenbo_Returns_2nd_Season
31229,"['Servamp', 'SERVAMP（サーヴァンプ）', 'Servamp']","['Action', 'Fantasy']",2016-07-05 - 2016-09-20,12,293228,876,4899,6.87,https://myanimelist.net/anime/31229/Servamp
31233,"['Lu Shidai', 'Age of League', ""Lu's Time"", '撸时代']","['Action', 'Adventure', 'Comedy']",2013-10-11 - 2014-09-13,14,5979,8135,7339,6.43,https://myanimelist.net/anime/31233/Lu_Shidai
31234,"['Himouto! Umaru-chanS', 'My Two-Faced Little Sister S', 'Himouto Umaruchan S', 'Himouto! Umaru-chan S', 'ミニアニメ『ひもうと！うまるちゃんS』', 'Himouto! Umaru-chanS']",['Comedy'],2015-09-16 - 2016-02-17,12,82034,2444,4144,7.03,https://myanimelist.net/anime/31234/Himouto_Umaru-chanS
31237,"['Ganbare-bu Next!', 'Gan Volley-bu Next!', 'ガンバレー部NEXT！']","['Comedy', 'Sports']",2015-06-08 - 2015-07-13,6,343,18474,17562,,https://myanimelist.net/anime/31237/Ganbare-bu_Next
31239,"['Kotori Samba', 'コトリサンバ', 'Kotori Samba']",['Comedy'],2015-04-06 - 2016-03-09,240,398,17744,19002,,https://myanimelist.net/anime/31239/Kotori_Samba
31240,"['Re:Zero kara Hajimeru Isekai Seikatsu', 'Re: Life in a different world from zero', 'ReZero', 'Re:ゼロから始める異世界生活', 'Re:ZERO -Starting Life in Another World-', 'Re:ZERO -Starting Life in Another World-', 'Re:Zero -Empezar de cero en un mundo diferente-', 'Re:Zero -Starting Life in Another World-']","['Drama', 'Fantasy', 'Suspense']",2016-04-04 - 2016-09-19,25,2252015,24,342,8.23,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
31246,"['Choegang Habche: Mix Master', '최강 합체 믹스마스터', 'Mix Master: Final Force']","['Adventure', 'Fantasy']",2010-05-26 - 2011-03-16,39,956,14083,9255,6.09,https://myanimelist.net/anime/31246/Choegang_Habche__Mix_Master
31251,"['Kidou Senshi Gundam: Tekketsu no Orphans', 'G-Tekketsu', '機動戦士ガンダム 鉄血のオルフェンズ', 'Mobile Suit Gundam: Iron-Blooded Orphans', 'Mobile Suit Gundam Iron Blooded Orphans']","['Action', 'Drama', 'Sci-Fi']",2015-10-04 - 2016-03-27,25,251165,1006,565,8.06,https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans
31298,"['Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi', 'バカとテストと召喚獣 ～祭～ 選択肢以降のみ']",['Comedy'],2011-02-23 - 2011-03-30,6,13920,5781,4521,6.94,https://myanimelist.net/anime/31298/Baka_to_Test_to_Shoukanjuu__Matsuri_-_Sentakushi_Ikou_nomi
31302,"['Robo to Shoujo (Kari): Oshirase Gekijou (Kari)', 'Robo to Shoujo (Kari): Announcement Theater', 'ロボと少女（仮）「お知らせ劇場（仮）」']","['Comedy', 'Sci-Fi']",2011-07-22 - 2011-09-05,5,534,16271,12582,5.22,https://myanimelist.net/anime/31302/Robo_to_Shoujo_Kari__Oshirase_Gekijou_Kari
31317,"['Yonimo Kimyou na Man☆Gatarou', '世にも奇妙な漫☆画太郎']",['Comedy'],2009-03-06 - 2009-04-10,8,327,18715,15571,,https://myanimelist.net/anime/31317/Yonimo_Kimyou_na_Man☆Gatarou
31318,"['Comet Lucifer', 'コメット・ルシファー', 'Comet Lucifer']","['Action', 'Adventure', 'Fantasy']",2015-10-04 - 2015-12-20,12,107960,2060,10522,5.83,https://myanimelist.net/anime/31318/Comet_Lucifer
31319,"['12-sai. 2nd Season', 'Age 12 Second Season', 'Juuni-sai. 2nd Season', '12歳。第2期']",['Romance'],2015-07-03 - 2015-12-01,4,6041,8099,8200,6.28,https://myanimelist.net/anime/31319/12-sai_2nd_Season
31326,"['High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video', 'ハイスクールD×D BorN 石踏一榮完全監修！妄想爆揺解除オリジナルビデオ', 'High School DxD BorN Specials']","['Comedy', 'Ecchi']",2015-07-24 - 2016-01-27,6,96378,2218,2480,7.36,https://myanimelist.net/anime/31326/High_School_DxD_BorN__Ishibumi_Ichiei_Kanzen_Kanshuu_Mousou_Bakuyou_Kaijo_Original_Video
31327,"['Shokugeki no Souma OVA', 'Shokugeki no Souma: Jump Festa 2015 Special', 'Food Wars! Shokugeki no Soma OVA', '食戟のソーマ', 'Food Wars! OVA']","['Gourmet', 'Ecchi']",2016-05-02 - 2016-07-04,2,125515,1835,2618,7.33,https://myanimelist.net/anime/31327/Shokugeki_no_Souma_OVA
31338,"['Hundred', 'ハンドレッド', 'Hundred']","['Action', 'Romance', 'Sci-Fi', 'Ecchi']",2016-04-05 - 2016-06-21,12,380074,644,8101,6.3,https://myanimelist.net/anime/31338/Hundred
31339,"['Drifters', 'Drifters: Battle in a Brand-new World War', 'DRIFTERS', 'Drifters', 'Drifters: Battle in a Brand-new World War']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2016-10-07 - 2016-12-23,12,583125,387,818,7.89,https://myanimelist.net/anime/31339/Drifters
31361,"['Neko Enikki', 'Picture Diary of Cat Lover', 'Who Was Born into a Family of Cat Haters', 'Living With Cats', 'Nekokirai no Ie ni Umareta Nekosuki ga Neko to Kurashi Enikki', '猫絵日記']","['Comedy', 'Slice of Life']",2015-08-02 - 2015-09-24,13,471,16851,20033,,https://myanimelist.net/anime/31361/Neko_Enikki
31362,"['Osiris no Tenbin', 'オシリスの天秤']","['Drama', 'Supernatural', 'Suspense']",2015-08-01 - 2015-09-23,10,2240,11278,10611,5.82,https://myanimelist.net/anime/31362/Osiris_no_Tenbin
31368,"['Grisaia no Rakuen Specials', 'The Eden of Grisaia Specials', 'Le Eden de la Grisaia Specials', 'グリザイアの楽園']",['Ecchi'],2015-08-26 - 2015-12-25,5,63467,2845,4144,7.03,https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials
31369,"['Mori no Ongakudan', 'Music Orchestra of the Forest', '森のおんがくだん', 'Musicians of the Forest']",['Comedy'],2015-07-30 - 2016-11-16,13,447,17112,19852,,https://myanimelist.net/anime/31369/Mori_no_Ongakudan
31370,"['Tonkatsu DJ Agetarou', 'とんかつDJアゲ太郎', 'Tonkatsu DJ Agetaro', 'Tonkatsu DJ Age-Tarou']",['Comedy'],2016-04-10 - 2016-06-26,12,14803,5638,3636,7.14,https://myanimelist.net/anime/31370/Tonkatsu_DJ_Agetarou
31374,"['Shingeki! Kyojin Chuugakkou', 'Attack! Titan Junior High', '進撃！巨人中学校', 'Attack on Titan: Junior High', 'Attack on Titan: Junior High', 'Ataque a los Titanes: Junior High', 'Attack on Titan: Junior High']",['Comedy'],2015-10-04 - 2015-12-20,12,270631,930,3253,7.21,https://myanimelist.net/anime/31374/Shingeki_Kyojin_Chuugakkou
31376,"['Flying Witch', 'ふらいんぐうぃっち', 'Flying Witch']","['Slice of Life', 'Supernatural']",2016-04-10 - 2016-06-26,12,273470,922,1904,7.5,https://myanimelist.net/anime/31376/Flying_Witch
31380,"['To LOVE-Ru Darkness 2nd OVA', 'To LOVE-Ru Trouble Darkness 2nd OVA', 'To LOVEる -とらぶる- ダークネス2nd']","['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",2016-01-04 - 2016-12-02,3,88062,2336,1868,7.51,https://myanimelist.net/anime/31380/To_LOVE-Ru_Darkness_2nd_OVA
31402,"['Soul Worker: Your Destiny Awaits', 'Soul Worker: Your Destiny Awaits']","['Action', 'Fantasy', 'Sci-Fi']",2016-03-17 - 2016-04-05,5,5571,8401,11493,5.61,https://myanimelist.net/anime/31402/Soul_Worker__Your_Destiny_Awaits
31404,"['Netoge no Yome wa Onnanoko ja Nai to Omotta?', 'Net Game no Yome wa Onna no Ko ja Nai to Omotta?', 'NetoYome', 'ネトゲの嫁は女の子じゃないと思った？', 'And you thought there is never a girl online?', 'And you thought there is never a girl online?', 'And You Thought There is Never a Girl Online?', 'And You Thought There is Never a Girl Online?']","['Comedy', 'Romance', 'Ecchi']",2016-04-07 - 2016-06-23,12,559553,408,5914,6.68,https://myanimelist.net/anime/31404/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta
31405,"['Joker Game', 'ジョーカー・ゲーム', 'Joker Game']","['Drama', 'Mystery', 'Suspense']",2016-04-05 - 2016-06-21,12,213390,1181,4206,7.02,https://myanimelist.net/anime/31405/Joker_Game
31410,"['Mini Van 2nd Season', 'Mini Vanguard 2nd Season', 'Saturday Vanguard 1030', 'みにヴぁん']","['Comedy', 'Slice of Life']",2015-10-03 - 2016-03-26,26,1204,13256,9039,6.13,https://myanimelist.net/anime/31410/Mini_Van_2nd_Season
31414,"['Nijiiro Days', 'Nijiiro Days', '虹色デイズ', 'Rainbow Days', 'Rainbow Days']","['Comedy', 'Romance']",2016-01-10 - 2016-06-26,24,236732,1062,3000,7.26,https://myanimelist.net/anime/31414/Nijiiro_Days
31417,"['Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!', 'Binan Koukou Chikyuu Bouei-bu LOVE! 2nd Season', 'Cute High Earth Defense Club LOVE! 2nd Season', '美男高校地球防衛部LOVE！LOVE！', 'Cute High Earth Defense Club LOVE! LOVE!', 'Cute High Earth Defense Club LOVE! LOVE!', 'Cute High Earth Defense Club LOVE! LOVE! (Cute Koukou Chikyuu Bouei-bu LOVE! LOVE!)', 'Cute High Earth Defense Club LOVE! LOVE!']",['Comedy'],2016-07-08 - 2016-09-23,12,29894,4191,4266,7.01,https://myanimelist.net/anime/31417/Binan_Koukou_Chikyuu_Bouei-bu_LOVE_LOVE
31422,"['Minami Kamakura Koukou Joshi Jitensha-bu', '南鎌倉高校女子自転車部', 'Minami Kamakura High School Girls Cycling Club', 'Minami Kamakura High School Girls Cycling Club', 'Minami Kamakura High School Girls Cycling Club', 'Minami Kamakura High School Girls Cycling Club']",['Sports'],2017-01-07 - 2017-03-25,12,22462,4778,7815,6.35,https://myanimelist.net/anime/31422/Minami_Kamakura_Koukou_Joshi_Jitensha-bu
31427,"['Zinba', 'Zinba Monsters', '神魄', 'Zinba']","['Action', 'Adventure', 'Comedy']",2013-08-24 - 2013-10-13,52,1892,11823,5680,6.72,https://myanimelist.net/anime/31427/Zinba
31430,"['Terra Formars: Revenge', 'Terra Formars 2nd Season', 'Terraformars 2', 'テラフォーマーズ リベンジ']","['Action', 'Horror', 'Sci-Fi', 'Suspense']",2016-04-02 - 2016-06-25,13,94686,2245,6141,6.64,https://myanimelist.net/anime/31430/Terra_Formars__Revenge
31433,"['Ginga Eiyuu Densetsu: Die Neue These - Kaikou', 'The Legend of the Galactic Heroes: The New Thesis - Encounter', 'LotGH', '銀河英雄伝説 Die Neue These 邂逅', 'Legend of the Galactic Heroes: Die Neue These', 'Legend of the Galactic Heroes: Die Neue These', 'La Leyenda de los Héroes de la Galaxia: La Nueva Tésis', 'Les Héros de la Galaxie: Die Neue These']","['Drama', 'Sci-Fi']",2018-04-03 - 2018-06-26,12,88266,2334,1047,7.79,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou
31439,"['Wagamama High Spec', 'ワガママハイスペック', 'Wagamama High Spec']",['Comedy'],2016-04-12 - 2016-06-28,12,34178,3940,12198,5.38,https://myanimelist.net/anime/31439/Wagamama_High_Spec
31440,"['Teekyuu 6', 'てーきゅう 6期', 'Teekyu 6', 'Teekyu 6', 'Teekyu 6', 'Teekyu 6']",['Comedy'],2015-10-06 - 2015-12-22,12,18397,5189,6577,6.56,https://myanimelist.net/anime/31440/Teekyuu_6
31442,"['Musaigen no Phantom World', 'Musaigen no Phantom World', '無彩限のファントム・ワールド', 'Myriad Colors Phantom World', 'Myriad Colors Phantom World', 'Myriad Colors Phantom World', 'Myriad Colors Phantom World']","['Action', 'Comedy', 'Fantasy', 'Ecchi']",2016-01-07 - 2016-03-31,13,558250,412,4990,6.85,https://myanimelist.net/anime/31442/Musaigen_no_Phantom_World
31452,"['Norn9: Norn+Nonet', 'Norn 9 Norun+Nonet', 'Norn 9 Norun+Nonetto', 'NORN9 ノルン+ノネット', 'Norn9', 'Norn9', 'Norn9', 'Norn9']","['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",2016-01-07 - 2016-03-31,12,90232,2305,6699,6.54,https://myanimelist.net/anime/31452/Norn9__Norn_Nonet
31456,"['Code:Realize - Sousei no Himegimi', 'Code:Realize ～創世の姫君～', 'Code:Realize ~Guardian of Rebirth~', 'Code: Realize ~Guardian of Rebirth~', 'Code: Realize -Guardian of Rebirth-', 'Code:Realize - Guardian of Rebirth']","['Fantasy', 'Romance']",2017-10-07 - 2017-12-23,12,86182,2364,5992,6.66,https://myanimelist.net/anime/31456/Code_Realize_-_Sousei_no_Himegimi
31464,"['Pichiko Dakyuubu', 'ピチ高野球部']","['Comedy', 'Sports']",2010-02-01 - Present,29,236,20299,20467,,https://myanimelist.net/anime/31464/Pichiko_Dakyuubu
31471,"['MILPOM★', 'MILPOM★', 'Milpom']",['Comedy'],2015-09-05 - 2017-09-29,6,1457,12602,12713,5.14,https://myanimelist.net/anime/31471/MILPOM★
31478,"['Bungou Stray Dogs', 'Literary Stray Dogs', 'BSD', '文豪ストレイドッグス', 'Bungo Stray Dogs', 'Bungo Stray Dogs', 'Bungo Stray Dogs', 'Bungo Stray Dogs']","['Action', 'Mystery']",2016-04-07 - 2016-06-23,12,1435688,91,981,7.81,https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
31491,"['Hantsu x Trash', 'Hantsu x Torasshu', 'Hunts x Trash', 'ハンツー×トラッシュ', 'Sexy and Stupid Water Polo Comedy!!']","['Comedy', 'Romance', 'Sports', 'Ecchi']",2015-10-06 - 2016-11-04,3,26259,4463,12712,5.14,https://myanimelist.net/anime/31491/Hantsu_x_Trash
31498,"['Pan de Peace!', 'Peace Through Bread!', 'パンでPeace！', 'Pan de Peace!']","['Comedy', 'Gourmet', 'Slice of Life']",2016-04-03 - 2016-06-26,13,33366,3997,11338,5.65,https://myanimelist.net/anime/31498/Pan_de_Peace
31499,"['Huyao Xiao Hongniang', 'Enmusubi no Youko-chan', 'Huyao Xiao Hongniang: Xia Sha', '狐妖小红娘', 'Fox Spirit Matchmaker', 'Fox Spirit Matchmaker', 'Fox Spirit Matchmaker (Enmusubi no Yoko-chan)', 'Fox Spirit Matchmaker']","['Comedy', 'Romance', 'Supernatural']",2015-06-26 - 2015-11-27,13,43230,3497,3586,7.15,https://myanimelist.net/anime/31499/Huyao_Xiao_Hongniang
31500,"['High School Fleet', 'Haifuri', 'ハイスクール・フリート', 'High School Fleet']",['Action'],2016-04-10 - 2016-06-26,12,107584,2062,2743,7.3,https://myanimelist.net/anime/31500/High_School_Fleet
31512,"['Love & Gift', 'Love & Gift: Nostalgic Happiness', 'Love & Gift: Beautiful Stories', 'LOVE&GIFT']",['Slice of Life'],2014-10-30 - 2015-11-10,2,671,15300,,4.83,https://myanimelist.net/anime/31512/Love___Gift
31517,"['Ohayou Ninja-tai Gatchaman', 'Ohayou Ninjatai Gatchaman', 'Ohayou Nijna Force Gatchaman', 'Ninja-tai Gatchaman ZIP!', 'おはよう忍者隊ガッチャマン']",['Comedy'],2011-04-18 - 2013-03-29,475,930,14175,11950,5.46,https://myanimelist.net/anime/31517/Ohayou_Ninja-tai_Gatchaman
31519,"['Anitore! EX', 'Ani Tore! EX', 'あにトレ！ＥＸ', 'Anime de Training! Ex', 'Anime de Training! EX', 'Anime de Training EX', 'Anime de Training! EX']",['Sports'],2015-10-13 - 2015-12-29,12,33732,3971,12155,5.39,https://myanimelist.net/anime/31519/Anitore_EX
